lcl date,lcl time,utcofst,atvwpt,latitude,longitude,altind,baroa,altmsl,OAT,ias,gndspd,vspd,pitch,roll,latac,normac,hdg,trk,volt1,volt2,amp1,amp2,fqtyl,fqtyr,e1 fflow,e1 oilt,e1 oilp,e1 rpm,e1 cht1,e1 cht2,e1 cht3,e1 cht4,e1 egt1,e1 egt2,e1 egt3,e1 egt4,altgps,tas,hsis,crs,nav1,nav2,com1,com2,hcdi,vcdi,wndspd,wnddr,wptdst,wptbrg,magvar,afcson,rollm,pitchm,rollc,pichc,vspdg,gpsfix,hal,val,hplwas,hplfd,vplwas
,,,,,,1705.5,29.94,,22.5,0.0,,-18.57,4.52,-0.85,0.03,0.0,229.1,,,,,,,,,,,,,,,,,,,,,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.0,,,,,,,,3704.0,,,,
,,,,,,1705.5,29.94,,22.5,0.0,,-6.59,4.55,-0.88,0.02,0.02,229.1,,,,,,,,,,,,,,,,,,,,,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,,,3704.0,,,,
2021-01-15,0 days 10:46:50,,,,,1705.5,29.94,,22.5,0.0,,-10.39,4.55,-0.81,0.02,-0.0,229.1,,,,,,,,,,,,,,,,,,,,,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,,,3704.0,,,,
2021-01-15,0 days 10:46:51,,,,,1705.5,29.94,,22.5,0.0,,-3.72,4.59,-0.87,0.03,0.03,229.1,,,,,,,,,,,,,,,,,,,,,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,,,3704.0,,,,
2021-01-15,0 days 10:46:52,,,,,1705.5,29.94,,22.5,0.0,,2.6,4.54,-0.82,0.0,-0.02,229.1,,28.2,28.2,7.7,0.4,24.0,,2.7,145.73,60.0,1109.8,169.49,170.95,170.64,171.45,967.01,971.92,973.52,978.78,,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,,,3704.0,,,,
2021-01-15,0 days 10:46:53,,,,,1705.5,29.94,,22.5,0.0,,0.11,4.53,-0.82,0.02,-0.0,229.1,,28.2,28.2,7.4,0.4,24.0,24.0,2.71,145.73,59.92,1105.2,169.97,171.42,171.04,171.86,973.9,977.87,982.06,981.39,,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,,,3704.0,,,,
2021-01-15,0 days 10:46:54,,,,,1706.5,29.94,,22.5,0.0,,3.63,4.48,-0.85,0.03,0.01,229.1,,28.2,28.2,7.1,0.4,24.0,24.0,2.69,145.72,59.95,1112.2,170.45,171.87,171.46,172.28,979.56,981.46,988.22,984.96,,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,,,3704.0,,,,
2021-01-15,0 days 10:46:55,,,,,1706.5,29.94,,22.5,0.0,,4.86,4.5,-0.86,0.02,0.0,229.1,,28.2,28.2,6.9,0.4,24.0,24.0,2.7,145.71,59.93,1109.7,170.96,172.32,171.89,172.71,983.86,986.34,992.01,989.13,,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,,,3704.0,,,,
2021-01-15,0 days 10:46:56,,,,,1706.5,29.94,,22.5,0.0,,0.21,4.46,-0.83,0.02,-0.03,229.1,,28.2,28.2,6.7,0.3,24.0,24.0,2.7,145.7,60.09,1109.8,171.45,172.87,172.33,173.15,987.14,991.51,997.6,995.79,,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,,,3704.0,,,,
2021-01-15,0 days 10:46:57,,,,,1706.5,29.94,,22.5,0.0,,0.01,4.57,-0.85,0.02,0.03,229.1,,28.2,28.2,6.4,0.3,24.0,24.0,2.72,145.68,60.12,1117.8,171.96,173.37,172.79,173.6,990.89,996.26,999.61,998.88,,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,,,3704.0,,,,
2021-01-15,0 days 10:46:58,,,,,1706.5,29.94,,22.5,0.0,,-4.0,4.52,-0.83,0.03,-0.04,229.1,,28.2,28.2,6.2,0.3,24.0,24.0,2.71,145.67,60.03,1121.4,172.48,173.83,173.23,174.05,995.74,1001.01,1003.79,1001.04,,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,,,3704.0,,,,
2021-01-15,0 days 10:46:59,,,,,1705.5,29.94,,22.5,0.0,,-14.79,4.58,-0.86,0.02,0.0,229.1,,28.2,28.2,6.0,0.3,24.0,24.0,2.7,145.66,60.11,1118.9,173.01,174.39,173.67,174.52,1000.45,1004.57,1009.86,1005.29,,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,,,3704.0,,,,
2021-01-15,0 days 10:47:00,,,,,1706.5,29.94,,22.5,0.0,,-7.08,4.55,-0.87,0.02,-0.01,229.1,,28.2,28.2,5.8,0.3,24.0,24.0,2.7,145.64,60.17,1122.2,173.54,174.91,174.14,174.99,1005.5,1008.57,1011.75,1010.96,,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,,,3704.0,,,,
2021-01-15,0 days 10:47:01,,,,,1706.5,29.94,,22.5,0.0,,-1.38,4.56,-0.82,0.02,0.01,229.1,,28.2,28.2,5.6,0.3,24.0,24.0,2.72,145.63,60.26,1127.1,173.91,175.29,174.45,175.33,1009.95,1011.15,1011.66,1016.43,,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,,,3704.0,,,,
2021-01-15,0 days 10:47:02,,,23.7518768,78.8571701,1707.5,29.94,1573.2,22.5,0.0,6.53,18.97,4.57,-0.79,0.02,0.01,229.1,269.8,28.2,28.2,5.4,0.3,24.0,24.0,2.68,145.61,60.33,1127.8,174.38,175.77,174.87,175.75,1013.42,1014.55,1014.35,1020.17,1383.1,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,3.9,,3704.0,,,,
2021-01-15,0 days 10:47:03,,,23.7518578,78.857193,1705.5,29.94,1508.1,22.5,0.0,0.0,-19.94,4.55,-0.81,0.01,-0.01,229.1,270.4,28.2,28.2,5.3,0.3,24.0,24.0,2.7,145.6,60.25,1128.3,174.9,176.32,175.36,176.23,1016.12,1018.49,1017.1,1024.3,1318.0,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,23.6,,3704.0,,,,
2021-01-15,0 days 10:47:04,,,23.7518711,78.8571777,1705.5,29.94,1573.1,22.5,0.0,0.0,-34.77,4.56,-0.82,0.01,0.0,229.1,270.4,28.2,28.2,5.1,0.3,24.0,24.0,2.71,145.58,60.17,1123.1,175.43,176.82,175.87,176.74,1018.66,1022.14,1019.4,1026.17,1383.0,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,15.7,,3704.0,,,,
2021-01-15,0 days 10:47:05,,,23.751873,78.8571701,1705.5,29.94,1608.0,22.5,0.0,0.0,-20.72,4.55,-0.81,0.0,-0.01,229.1,270.4,28.2,28.2,4.9,0.3,24.0,24.0,2.68,145.56,60.14,1113.5,175.99,177.44,176.36,177.24,1020.65,1025.66,1026.61,1027.48,1417.9,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,7.9,,3704.0,,,,
2021-01-15,0 days 10:47:06,,,23.751873,78.8571701,1707.5,29.94,1623.3,22.5,0.0,0.0,10.74,4.56,-0.81,0.02,0.0,229.1,270.4,28.2,28.2,4.8,0.3,24.0,24.0,2.69,145.55,60.3,1128.5,176.55,177.96,176.87,177.76,1022.43,1029.41,1030.04,1028.75,1433.2,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,3.9,,3704.0,,,,
2021-01-15,0 days 10:47:07,,,23.7518673,78.8571777,1706.5,29.94,1613.9,22.5,0.0,0.0,13.82,4.56,-0.82,0.01,0.0,229.1,270.4,28.2,28.2,4.6,0.3,24.0,24.0,2.73,145.52,60.26,1124.3,177.1,178.58,177.38,178.29,1024.69,1030.77,1033.05,1030.63,1423.8,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,35.4,,3704.0,,,,
2021-01-15,0 days 10:47:08,,,23.7518654,78.8571777,1705.5,29.94,1614.6,22.5,0.0,0.0,-23.64,4.56,-0.79,0.01,-0.01,229.1,270.4,28.2,28.2,4.5,0.3,24.0,24.0,2.71,145.51,60.02,1114.8,177.51,179.0,177.75,178.67,1026.33,1033.12,1037.25,1035.99,1424.5,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,0.0,,3704.0,,,,
2021-01-15,0 days 10:47:09,,,23.7518635,78.8571777,1707.5,29.94,1616.9,22.5,0.0,0.0,16.86,4.54,-0.79,0.0,0.0,229.1,270.4,28.2,28.2,4.4,0.3,24.0,24.0,2.71,145.48,60.09,1116.2,178.01,179.53,178.23,179.14,1027.93,1035.57,1043.77,1041.65,1426.8,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,-3.9,,3704.0,,,,
2021-01-15,0 days 10:47:10,,,23.7518616,78.8571777,1706.5,29.94,1623.5,22.5,0.0,0.0,3.51,4.54,-0.85,0.01,-0.01,229.1,270.4,28.2,28.2,4.2,0.3,24.0,24.0,2.71,145.46,60.23,1121.8,178.55,180.1,178.76,179.68,1030.18,1039.26,1046.82,1044.29,1433.4,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,27.6,,3704.0,,,,
2021-01-15,0 days 10:47:11,,,23.7518635,78.8571777,1706.5,29.94,1632.8,22.5,0.0,0.0,-18.65,4.54,-0.77,0.02,-0.03,229.2,270.4,28.2,28.2,4.1,0.3,24.0,24.0,2.75,145.43,60.28,1119.1,179.13,180.71,179.27,180.2,1032.92,1041.38,1049.19,1045.67,1442.8,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,-7.9,,3704.0,,,,
2021-01-15,0 days 10:47:12,,,23.7518654,78.8571777,1706.5,29.94,1640.5,22.5,0.0,0.0,-19.62,4.54,-0.83,0.03,-0.01,229.1,270.4,28.2,28.2,4.0,0.3,24.0,24.0,2.69,145.4,60.34,1128.8,179.7,181.3,179.81,180.75,1036.08,1043.4,1049.59,1046.61,1450.4,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,7.9,,3704.0,,,,
2021-01-15,0 days 10:47:13,,,23.7518654,78.8571777,1706.5,29.94,1638.1,22.5,0.0,0.0,-6.86,4.57,-0.81,0.02,-0.01,229.1,270.4,28.2,28.2,3.9,0.3,24.0,24.0,2.67,145.37,60.44,1129.6,180.27,181.92,180.35,181.31,1038.85,1044.7,1050.7,1048.39,1448.0,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,7.9,,3704.0,,,,
2021-01-15,0 days 10:47:14,,,23.7518654,78.8571777,1706.5,29.94,1637.4,22.5,0.0,0.0,-10.92,4.56,-0.81,0.01,-0.0,229.1,270.4,28.2,28.2,3.8,0.3,24.0,24.0,2.72,145.34,60.13,1124.6,180.85,182.51,180.89,181.87,1041.36,1046.26,1051.98,1049.28,1447.3,0,,353.5,108.1,108.1,122.6,122.6,,,,,,,0.3,,,,,,19.7,,3704.0,,,,
2021-01-15,0 days 10:47:15,,,23.7518654,78.8571854,1705.5,29.94,1632.5,22.5,0.0,0.0,-20.44,4.55,-0.85,0.01,-0.0,229.1,270.4,28.2,28.2,3.7,0.3,24.0,24.0,2.71,145.31,60.23,1120.8,181.44,183.15,181.44,182.44,1042.94,1047.19,1054.26,1049.86,1442.4,0,,316.3,108.1,108.1,122.6,122.6,-0.0,,,,0.1,-43.8,0.3,,,,,,-7.9,,3704.0,,,,
2021-01-15,0 days 10:47:16,,,23.7518692,78.8571854,1706.5,29.94,1640.1,22.5,0.0,0.0,-9.77,4.53,-0.82,0.03,0.01,229.1,270.4,28.2,28.2,3.6,0.3,24.0,24.0,2.7,145.29,60.37,1131.8,182.03,183.77,182.0,183.0,1044.34,1047.86,1055.47,1051.32,1450.0,0,,316.3,108.1,108.1,122.6,122.6,-0.0,,,,0.1,-43.9,0.3,,,,,,3.9,,3704.0,,,,
2021-01-15,0 days 10:47:17,,,23.7518711,78.8571854,1705.5,29.94,1645.4,22.5,0.0,0.0,-15.48,4.47,-0.85,0.02,-0.01,229.1,270.4,28.2,28.2,3.5,0.3,24.0,24.0,2.71,145.26,60.46,1132.5,182.63,184.32,182.54,183.58,1046.61,1050.81,1058.24,1053.44,1455.3,0,,316.3,108.1,108.1,122.6,122.6,-0.0,,,,0.1,-43.9,0.3,,,,,,7.9,,3704.0,,,,
2021-01-15,0 days 10:47:18,,,23.7518711,78.8571854,1706.5,29.94,1643.1,22.5,0.0,0.0,-4.32,4.49,-0.8,0.02,0.01,229.1,270.4,28.2,28.2,3.4,0.3,24.0,24.0,2.71,145.22,60.5,1132.3,183.24,185.01,183.1,184.16,1048.92,1054.02,1059.04,1055.19,1453.0,0,,316.3,108.1,108.1,122.6,122.6,-0.0,,,,0.1,-43.9,0.3,,,,,,0.0,,3704.0,,,,
2021-01-15,0 days 10:47:19,,,23.7518959,78.8571777,1705.5,29.94,1741.4,22.5,0.0,0.0,-22.29,4.48,-0.85,0.01,-0.02,229.1,270.4,28.2,28.2,3.3,0.3,24.0,24.0,2.7,145.2,60.41,1130.5,183.86,185.59,183.68,184.74,1050.99,1057.16,1061.02,1056.43,1551.3,0,,316.3,108.1,108.1,122.6,122.6,-0.001,,,,0.1,-44.3,0.3,,,,,,7.9,,3704.0,,,714.5,
2021-01-15,0 days 10:47:20,,,23.7518864,78.8571854,1704.5,29.94,1695.6,22.5,0.0,0.0,-31.55,4.48,-0.82,0.02,-0.02,229.1,270.4,28.2,28.2,3.2,0.3,24.0,24.0,2.66,145.17,60.44,1127.5,184.45,186.29,184.25,185.32,1052.04,1059.53,1067.23,1057.14,1505.5,0,,329.0,108.1,108.1,122.6,122.6,-0.014,,,,0.1,-44.2,0.3,,,,,,-3.9,,3704.0,,,712.5,
2021-01-15,0 days 10:47:21,,,23.7518883,78.8571854,1704.5,29.94,1705.5,22.5,0.0,0.0,-28.37,4.49,-0.8,0.01,-0.02,229.1,270.4,28.2,28.2,3.1,0.3,24.0,24.0,2.64,145.14,60.72,1142.1,185.05,186.91,184.82,185.9,1054.13,1061.32,1068.69,1059.51,1515.4,0,,357.0,108.1,108.1,122.6,122.6,-0.043,,,,0.1,-44.3,0.3,,,,,,-3.9,,3704.0,,,712.0,
2021-01-15,0 days 10:47:22,,,23.7518883,78.8571854,1704.5,29.94,1698.5,22.5,0.0,0.0,-18.35,4.55,-0.81,0.02,0.0,229.1,270.4,28.2,28.2,3.1,0.3,24.0,24.0,2.62,145.11,60.5,1136.0,185.51,187.4,185.26,186.35,1056.4,1061.71,1068.37,1063.45,1508.4,0,,354.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.3,0.3,,,,,,-7.9,,3704.0,,,712.0,
2021-01-15,0 days 10:47:23,,,23.7518883,78.8571854,1705.5,29.94,1702.6,22.5,0.0,0.0,1.73,4.52,-0.8,0.03,-0.03,229.1,270.4,28.2,28.2,3.0,0.3,24.0,24.0,2.55,145.07,60.28,1117.7,186.08,188.01,185.78,186.88,1061.5,1063.38,1067.21,1065.58,1512.5,0,,352.0,108.1,108.1,122.6,122.6,-0.035,,,,0.1,-44.3,0.3,,,,,,-3.9,,3704.0,,,711.5,
2021-01-15,0 days 10:47:24,,,23.7518902,78.8571854,1705.5,29.94,1707.5,22.5,0.0,0.0,3.9,4.53,-0.86,0.01,-0.02,229.1,270.4,28.2,28.2,2.9,0.3,24.0,24.0,2.52,145.04,59.85,1099.5,186.68,188.65,186.35,187.48,1065.14,1065.26,1066.27,1066.68,1517.4,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.3,0.3,,,,,,-3.9,,3704.0,,,711.5,
2021-01-15,0 days 10:47:25,,,23.7518921,78.8571854,1705.5,29.94,1712.5,22.5,0.0,0.0,-0.88,4.55,-0.86,0.0,-0.01,229.1,270.4,28.2,28.2,2.9,0.3,24.0,24.0,2.48,145.0,59.49,1072.8,187.31,189.31,186.94,188.09,1069.26,1065.59,1067.3,1069.95,1522.5,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.4,0.3,,,,,,-3.9,,3704.0,,,711.0,
2021-01-15,0 days 10:47:26,,,23.7518921,78.8571854,1705.5,29.94,1712.1,22.5,0.0,0.0,-0.14,4.52,-0.85,0.02,-0.02,229.1,270.4,28.2,28.2,2.8,0.3,24.0,24.0,2.52,144.96,59.3,1060.6,187.92,189.97,187.55,188.71,1072.39,1065.13,1069.12,1073.04,1522.0,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.4,0.3,,,,,,-11.8,,3704.0,,,468.5,
2021-01-15,0 days 10:47:27,,,23.7518902,78.8571854,1705.5,29.94,1710.8,22.5,0.0,0.0,-9.96,4.5,-0.86,0.02,-0.02,229.1,270.4,28.2,28.2,2.8,0.3,24.0,24.0,2.5,144.91,59.33,1054.0,188.53,190.55,188.12,189.32,1075.77,1063.3,1072.91,1076.37,1520.7,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.3,0.3,,,,,,0.0,,3704.0,,,469.0,
2021-01-15,0 days 10:47:28,,,23.7518921,78.8571854,1705.5,29.94,1713.7,22.5,0.0,0.0,-13.84,4.53,-0.86,0.02,0.0,229.1,270.4,28.2,28.2,2.7,0.3,24.0,24.0,2.47,144.83,59.36,1058.7,188.98,191.09,188.57,189.78,1077.04,1063.03,1074.66,1078.73,1523.6,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.4,0.3,,,,,,-3.9,,3704.0,,,469.5,
2021-01-15,0 days 10:47:29,,,23.7518921,78.8571854,1705.5,29.94,1716.6,22.5,0.0,0.0,-2.22,4.5,-0.83,0.02,-0.04,229.1,270.4,28.2,28.2,2.6,0.3,24.0,24.0,2.5,144.76,59.36,1061.8,189.52,191.69,189.09,190.32,1075.81,1063.81,1075.83,1081.39,1526.5,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.4,0.3,,,,,,0.0,,3704.0,,,470.5,
2021-01-15,0 days 10:47:30,,,23.7518921,78.8571854,1705.5,29.94,1717.6,22.5,0.0,0.0,-10.47,4.66,-0.87,0.01,-0.0,229.1,270.4,28.2,28.2,2.6,0.3,24.0,24.0,2.51,144.69,59.51,1069.8,190.13,192.35,189.68,190.93,1074.1,1065.51,1075.47,1083.1,1527.5,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.4,0.3,,,,,,-3.9,,3704.0,,,471.0,
2021-01-15,0 days 10:47:31,,,23.7518921,78.8571854,1705.5,29.94,1722.1,22.5,0.0,0.0,-6.85,4.63,-0.88,0.01,0.0,229.1,270.4,28.2,28.2,2.5,0.3,24.0,24.0,2.52,144.64,59.26,1058.6,190.74,193.0,190.27,191.53,1075.38,1067.23,1075.64,1085.53,1532.0,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.4,0.3,,,,,,3.9,,3704.0,,,472.0,
2021-01-15,0 days 10:47:32,,,23.7518883,78.8571854,1705.5,29.94,1708.1,22.5,0.0,0.0,-4.83,4.64,-0.88,0.02,-0.0,229.1,270.4,28.2,28.2,2.5,0.3,24.0,24.0,2.52,144.57,59.53,1068.4,191.33,193.65,190.86,192.14,1077.13,1068.28,1075.5,1085.32,1518.0,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.3,0.3,,,,,,0.0,,3704.0,,,425.0,
2021-01-15,0 days 10:47:33,,,23.7518883,78.8571854,1705.5,29.94,1707.4,22.5,0.0,0.0,4.38,4.66,-0.89,0.02,-0.01,229.1,270.4,28.2,28.2,2.5,0.3,24.0,24.0,2.48,144.5,59.69,1074.0,191.94,194.3,191.43,192.74,1077.7,1068.3,1074.61,1083.87,1517.3,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.3,0.3,,,,,,0.0,,3704.0,,,425.5,
2021-01-15,0 days 10:47:34,,,23.7518883,78.8571854,1704.5,29.94,1707.2,22.5,0.0,0.0,-20.14,4.64,-0.9,0.03,-0.0,229.2,270.4,28.2,28.2,2.4,0.3,24.0,24.0,2.47,144.43,59.68,1073.1,192.39,194.79,191.88,193.2,1078.68,1067.21,1074.78,1082.63,1517.1,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.3,0.3,,,,,,0.0,,3704.0,,,426.5,
2021-01-15,0 days 10:47:35,,,23.7518883,78.8571854,1704.5,29.94,1706.8,22.5,0.0,0.0,-21.74,4.66,-0.91,0.02,0.01,229.1,270.4,28.2,28.2,2.4,0.3,24.0,24.0,2.46,144.36,59.6,1072.3,192.94,195.4,192.41,193.75,1079.04,1067.47,1073.75,1084.78,1516.8,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.3,0.3,,,,,,0.0,,3704.0,,,427.0,
2021-01-15,0 days 10:47:36,,,23.7518883,78.8571854,1704.5,29.94,1706.8,22.5,0.0,0.0,-20.61,4.66,-0.89,0.01,0.01,229.1,270.4,28.2,28.2,2.3,0.3,24.0,24.0,2.46,144.3,59.59,1070.6,193.52,196.04,192.99,194.35,1079.44,1066.86,1071.39,1088.1,1516.7,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.3,0.3,,,,,,0.0,,3704.0,,,428.0,
2021-01-15,0 days 10:47:37,,,23.7518883,78.8571854,1706.5,29.94,1708.3,22.5,0.0,0.0,9.04,4.66,-0.93,0.01,0.01,229.1,270.4,28.2,28.2,2.3,0.3,24.0,24.0,2.51,144.26,59.48,1067.4,194.11,196.63,193.57,194.97,1078.19,1066.96,1070.36,1089.94,1518.2,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.3,0.3,,,,,,0.0,,3704.0,,,428.5,
2021-01-15,0 days 10:47:38,,,23.7518883,78.8571854,1706.5,29.94,1709.0,22.5,0.0,0.0,15.74,4.63,-0.93,0.02,-0.03,229.2,270.4,28.2,28.2,2.2,0.3,24.0,24.0,2.5,144.2,59.32,1060.3,194.71,197.34,194.18,195.58,1078.81,1067.7,1071.54,1089.04,1518.9,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.3,0.3,,,,,,3.9,,3704.0,,,429.5,
2021-01-15,0 days 10:47:39,,,23.7518883,78.8571854,1705.5,29.94,1709.5,22.5,0.0,0.0,-4.87,4.66,-0.96,0.01,0.01,229.1,270.4,28.2,28.2,2.2,0.3,24.0,24.0,2.51,144.14,59.52,1064.7,195.3,197.99,194.75,196.18,1079.49,1067.78,1070.24,1091.68,1519.4,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.3,0.3,,,,,,0.0,,3704.0,,,430.5,
2021-01-15,0 days 10:47:40,,,23.7518883,78.8571854,1705.5,29.94,1709.8,22.5,0.0,0.0,-0.67,4.68,-0.96,0.02,0.03,229.2,270.4,28.2,28.2,2.2,0.3,24.0,24.0,2.49,144.09,59.29,1060.6,195.88,198.59,195.35,196.79,1079.64,1067.4,1068.96,1094.57,1519.7,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.3,0.3,,,,,,0.0,,3704.0,,,431.0,
2021-01-15,0 days 10:47:41,,,23.7518864,78.8571854,1705.5,29.94,1710.0,22.5,0.0,0.0,-10.72,4.7,-0.97,0.02,-0.0,229.2,270.4,28.2,28.2,2.1,0.3,24.0,24.0,2.48,144.04,59.46,1062.1,196.34,199.09,195.81,197.24,1081.06,1068.16,1069.78,1096.1,1519.9,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.2,0.3,,,,,,0.0,,3704.0,,,432.0,
2021-01-15,0 days 10:47:42,,,23.7518864,78.8571854,1705.5,29.94,1709.9,22.5,0.0,0.0,-11.82,4.7,-0.98,0.03,0.0,229.2,270.4,28.2,28.2,2.1,0.3,24.0,24.0,2.5,143.99,59.59,1070.7,196.87,199.74,196.34,197.79,1083.06,1069.79,1070.24,1096.32,1519.8,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.2,0.3,,,,,,0.0,,3704.0,,,432.5,
2021-01-15,0 days 10:47:43,,,23.7518864,78.8571854,1705.5,29.94,1709.9,22.5,0.0,0.0,-13.01,4.69,-0.97,0.04,0.0,229.2,270.4,28.2,28.2,2.1,0.3,24.0,24.0,2.49,143.94,59.29,1058.5,197.46,200.38,196.93,198.4,1084.91,1069.69,1072.78,1097.46,1519.8,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.2,0.3,,,,,,3.9,,3704.0,,,433.5,
2021-01-15,0 days 10:47:44,,,23.7518864,78.8571854,1704.5,29.94,1709.5,22.5,0.0,0.0,-25.23,4.69,-0.96,0.03,-0.01,229.2,270.4,28.2,28.2,2.0,0.3,24.0,24.0,2.5,143.9,59.37,1055.9,198.04,200.98,197.53,199.01,1085.54,1070.22,1072.72,1100.12,1519.4,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.2,0.3,,,,,,0.0,,3704.0,,,434.5,
2021-01-15,0 days 10:47:45,,,23.7518864,78.8571854,1704.5,29.94,1710.0,22.5,0.0,0.0,-31.65,4.7,-0.96,0.02,0.0,229.2,270.4,28.2,28.2,2.0,0.3,24.0,24.0,2.49,143.84,59.39,1059.6,198.65,201.69,198.12,199.61,1085.29,1070.0,1073.48,1101.16,1519.9,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.2,0.3,,,,,,0.0,,3704.0,,,435.0,
2021-01-15,0 days 10:47:46,,,23.7518864,78.8571854,1705.5,29.94,1709.9,22.5,0.0,0.0,-11.1,4.68,-0.94,0.02,-0.01,229.2,270.4,28.2,28.2,2.0,0.3,24.0,24.0,2.54,143.8,59.54,1069.2,199.23,202.33,198.72,200.22,1085.29,1070.06,1075.17,1101.29,1519.8,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.2,0.3,,,,,,0.0,,3704.0,,,436.0,
2021-01-15,0 days 10:47:47,,,23.7518864,78.8571854,1705.5,29.94,1709.7,22.5,0.0,0.0,6.86,4.71,-0.97,-0.0,-0.01,229.2,270.4,28.2,28.2,2.0,0.3,24.0,24.0,2.51,143.76,59.27,1059.9,199.83,202.98,199.31,200.81,1085.43,1070.6,1077.27,1100.4,1519.6,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.2,0.3,,,,,,0.0,,3704.0,,,437.0,
2021-01-15,0 days 10:47:48,,,23.7518864,78.8571854,1705.5,29.94,1710.0,22.5,0.0,0.0,0.36,4.69,-0.93,0.01,-0.0,229.2,270.4,28.2,28.2,1.9,0.3,24.0,24.0,2.51,143.72,59.33,1056.4,200.28,203.41,199.76,201.27,1086.25,1072.48,1079.79,1100.47,1519.9,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.2,0.3,,,,,,0.0,,3704.0,,,437.5,
2021-01-15,0 days 10:47:49,,,23.7518864,78.8571854,1705.5,29.94,1710.0,22.5,0.0,0.0,0.01,4.69,-0.93,0.03,-0.01,229.2,270.4,28.2,28.2,1.9,0.3,24.0,24.0,2.5,143.67,59.41,1055.8,200.81,204.06,200.3,201.83,1087.67,1074.61,1078.06,1100.39,1519.9,0,,352.0,108.1,108.1,122.6,122.6,-0.036,,,,0.1,-44.2,0.3,,,,,,0.0,,3704.0,,,438.5,
